Date,Open,High,Low,Close,Adj Close,Volume
3/1/22,4363.14,4378.45,4279.54,4306.26,4306.26,5846230000
2/28/22,4354.17,4388.84,4315.12,4373.94,4373.94,6071370000
2/25/22,4298.38,4385.34,4286.83,4384.65,4384.65,5177060000
2/24/22,4155.77,4294.73,4114.65,4288.70,4288.70,6752130000
2/23/22,4324.93,4341.51,4221.51,4225.50,4225.50,4797430000
2/22/22,4332.74,4362.12,4267.11,4304.76,4304.76,5121900000
2/18/22,4384.57,4394.60,4327.22,4348.87,4348.87,4708060000
2/17/22,4456.06,4456.06,4373.81,4380.26,4380.26,4539420000
2/16/22,4455.75,4489.55,4429.68,4475.01,4475.01,4283640000
2/15/22,4429.28,4472.77,4429.28,4471.07,4471.07,4430830000
2/14/22,4412.61,4426.22,4364.84,4401.67,4401.67,4600390000
2/11/22,4506.27,4526.33,4401.41,4418.64,4418.64,5251500000
2/10/22,4553.24,4588.92,4484.31,4504.08,4504.08,5314860000
2/9/22,4547.00,4590.03,4547.00,4587.18,4587.18,4524350000
2/8/22,4480.02,4531.32,4465.40,4521.54,4521.54,4459620000
2/7/22,4505.75,4521.86,4471.47,4483.87,4483.87,4228480000
2/4/22,4482.79,4539.66,4451.50,4500.53,4500.53,4706290000
2/3/22,4535.41,4542.88,4470.39,4477.44,4477.44,4401970000
2/2/22,4566.39,4595.31,4544.32,4589.38,4589.38,4481580000
2/1/22,4519.57,4550.49,4483.53,4546.54,4546.54,4816830000
1/31/22,4431.79,4516.89,4414.02,4515.55,4515.55,5098610000
1/28/22,4336.19,4432.72,4292.46,4431.85,4431.85,5031090000
1/27/22,4380.58,4428.74,4309.50,4326.51,4326.51,5214200000
1/26/22,4408.43,4453.23,4304.80,4349.93,4349.93,5570640000
1/25/22,4366.64,4411.01,4287.11,4356.45,4356.45,5145050000
1/24/22,4356.32,4417.35,4222.62,4410.13,4410.13,6928110000
1/21/22,4471.38,4494.52,4395.34,4397.94,4397.94,5589100000
1/20/22,4547.35,4602.11,4477.95,4482.73,4482.73,4640870000
1/19/22,4588.03,4611.55,4530.20,4532.76,4532.76,4465740000
1/18/22,4632.24,4632.24,4568.70,4577.11,4577.11,4748700000
1/14/22,4637.99,4665.13,4614.75,4662.85,4662.85,4338490000
1/13/22,4733.56,4744.13,4650.29,4659.03,4659.03,4251730000
1/12/22,4728.59,4748.83,4706.71,4726.35,4726.35,4048220000
1/11/22,4669.14,4714.13,4638.27,4713.07,4713.07,4101590000
1/10/22,4655.34,4673.02,4582.24,4670.29,4670.29,4511810000
1/7/22,4697.66,4707.95,4662.74,4677.03,4677.03,4181510000
1/6/22,4693.39,4725.01,4671.26,4696.05,4696.05,4295280000
1/5/22,4787.99,4797.70,4699.44,4700.58,4700.58,4887960000
1/4/22,4804.51,4818.62,4774.27,4793.54,4793.54,4683170000
1/3/22,4778.14,4796.64,4758.17,4796.56,4796.56,3831020000
12/31/21,4775.21,4786.83,4765.75,4766.18,4766.18,2677820000
12/30/21,4794.23,4808.93,4775.33,4778.73,4778.73,3124950000
12/29/21,4788.64,4804.06,4778.08,4793.06,4793.06,2963310000
12/28/21,4795.49,4807.02,4780.04,4786.35,4786.35,2707920000
12/27/21,4733.99,4791.49,4733.99,4791.19,4791.19,2770290000
12/23/21,4703.96,4740.74,4703.96,4725.79,4725.79,2913040000
12/22/21,4650.36,4697.67,4645.53,4696.56,4696.56,3319610000
12/21/21,4594.96,4651.14,4583.16,4649.23,4649.23,4072430000
12/20/21,4587.90,4587.90,4531.10,4568.02,4568.02,4635700000
12/17/21,4652.50,4666.70,4600.22,4620.64,4620.64,7987090000
12/16/21,4719.13,4731.99,4651.89,4668.67,4668.67,4829500000
12/15/21,4636.46,4712.60,4611.22,4709.85,4709.85,4910130000
12/14/21,4642.99,4660.47,4606.52,4634.09,4634.09,4485430000
12/13/21,4710.30,4710.30,4667.60,4668.97,4668.97,4397230000
12/10/21,4687.64,4713.57,4670.24,4712.02,4712.02,3870110000
12/9/21,4691.00,4695.26,4665.98,4667.45,4667.45,3903840000
12/8/21,4690.86,4705.06,4674.52,4701.21,4701.21,4234600000
12/7/21,4631.97,4694.04,4631.97,4686.75,4686.75,4492400000
12/6/21,4548.37,4612.60,4540.51,4591.67,4591.67,4770800000
12/3/21,4589.49,4608.03,4495.12,4538.43,4538.43,5240070000
12/2/21,4504.73,4595.46,4504.73,4577.10,4577.10,5077180000
12/1/21,4602.82,4652.94,4510.27,4513.04,4513.04,5366730000
11/30/21,4640.25,4646.02,4560.00,4567.00,4567.00,6625990000
11/29/21,4628.75,4672.95,4625.26,4655.27,4655.27,4336410000
11/26/21,4664.63,4664.63,4585.43,4594.62,4594.62,3517700000
11/24/21,4675.78,4702.87,4659.89,4701.46,4701.46,3418430000
11/23/21,4678.48,4699.39,4652.66,4690.70,4690.70,4277590000
11/22/21,4712.00,4743.83,4682.17,4682.94,4682.94,4441100000
11/19/21,4708.44,4717.75,4694.22,4697.96,4697.96,4253180000
11/18/21,4700.72,4708.80,4672.78,4704.54,4704.54,4226410000
11/17/21,4701.50,4701.50,4684.41,4688.67,4688.67,3969070000
11/16/21,4679.42,4714.95,4679.42,4700.90,4700.90,3972640000
11/15/21,4689.30,4697.42,4672.86,4682.80,4682.80,3488410000
11/12/21,4655.24,4688.47,4650.77,4682.85,4682.85,3728600000
11/11/21,4659.39,4664.55,4648.31,4649.27,4649.27,3926870000
11/10/21,4670.26,4684.85,4630.86,4646.71,4646.71,4503720000
11/9/21,4707.25,4708.53,4670.87,4685.25,4685.25,4117080000
11/8/21,4701.48,4714.92,4694.39,4701.70,4701.70,4269710000
11/5/21,4699.26,4718.50,4681.32,4697.53,4697.53,4467180000
11/4/21,4662.93,4683.00,4662.59,4680.06,4680.06,4462300000
11/3/21,4630.65,4663.46,4621.19,4660.57,4660.57,4319660000
11/2/21,4613.34,4635.15,4613.34,4630.65,4630.65,3975250000
11/1/21,4610.62,4620.34,4595.06,4613.67,4613.67,3971540000
10/29/21,4572.87,4608.08,4567.59,4605.38,4605.38,4510200000
10/28/21,4562.84,4597.55,4562.84,4596.42,4596.42,4132950000
10/27/21,4580.22,4584.57,4551.66,4551.68,4551.68,4226050000
10/26/21,4578.69,4598.53,4569.17,4574.79,4574.79,3879740000
10/25/21,4553.69,4572.62,4537.36,4566.48,4566.48,3899400000
10/22/21,4546.12,4559.67,4524.00,4544.90,4544.90,3758220000
10/21/21,4532.24,4551.44,4526.89,4549.78,4549.78,3822330000
10/20/21,4524.42,4540.87,4524.40,4536.19,4536.19,3670760000
10/19/21,4497.34,4520.40,4496.41,4519.63,4519.63,3459130000
10/18/21,4463.72,4488.75,4447.47,4486.46,4486.46,3662010000
10/15/21,4447.69,4475.82,4447.69,4471.37,4471.37,3819380000
10/14/21,4386.75,4439.73,4386.75,4438.26,4438.26,3598280000
10/13/21,4358.01,4372.87,4329.92,4363.80,4363.80,3620070000
10/12/21,4368.31,4374.89,4342.09,4350.65,4350.65,3558450000
10/11/21,4385.44,4415.88,4360.59,4361.19,4361.19,3281970000
10/8/21,4406.51,4412.02,4386.22,4391.34,4391.34,3280160000
10/7/21,4383.73,4429.97,4383.73,4399.76,4399.76,3843740000
10/6/21,4319.57,4365.57,4290.49,4363.55,4363.55,4009630000
10/5/21,4309.87,4369.23,4309.87,4345.72,4345.72,3902890000
10/4/21,4348.84,4355.51,4278.94,4300.46,4300.46,4307870000
10/1/21,4317.16,4375.19,4288.52,4357.04,4357.04,4010370000
9/30/21,4370.67,4382.55,4306.24,4307.54,4307.54,4448140000
9/29/21,4362.41,4385.57,4355.08,4359.46,4359.46,3712660000
9/28/21,4419.54,4419.54,4346.33,4352.63,4352.63,4416550000
9/27/21,4442.12,4457.30,4436.19,4443.11,4443.11,4058650000
9/24/21,4438.04,4463.12,4430.27,4455.48,4455.48,3384290000
9/23/21,4406.75,4465.40,4406.75,4448.98,4448.98,3916350000
9/22/21,4367.43,4416.75,4367.43,4395.64,4395.64,3939170000
9/21/21,4374.45,4394.87,4347.96,4354.19,4354.19,3920920000
9/20/21,4402.95,4402.95,4305.91,4357.73,4357.73,4898070000
9/17/21,4469.74,4471.52,4427.76,4432.99,4432.99,7289530000
9/16/21,4477.09,4485.87,4443.80,4473.75,4473.75,3984560000
9/15/21,4447.49,4486.87,4438.37,4480.70,4480.70,4032020000
9/14/21,4479.33,4485.68,4435.46,4443.05,4443.05,3670460000
9/13/21,4474.81,4492.99,4445.70,4468.73,4468.73,3914220000
9/10/21,4506.92,4520.47,4457.66,4458.58,4458.58,3623180000
9/9/21,4513.02,4529.90,4492.07,4493.28,4493.28,3735390000
9/8/21,4518.09,4521.79,4493.95,4514.07,4514.07,3750880000
9/7/21,4535.38,4535.38,4513.00,4520.03,4520.03,3822960000
9/3/21,4532.42,4541.45,4521.30,4535.43,4535.43,3217530000
9/2/21,4534.48,4545.85,4524.66,4536.95,4536.95,3735990000
9/1/21,4528.80,4537.11,4522.02,4524.09,4524.09,4057340000
8/31/21,4529.75,4531.39,4515.80,4522.68,4522.68,4290710000
8/30/21,4513.76,4537.36,4513.76,4528.79,4528.79,3168660000
8/27/21,4474.10,4513.33,4474.10,4509.37,4509.37,3331200000
8/26/21,4493.75,4495.90,4468.99,4470.00,4470.00,3263980000
8/25/21,4490.45,4501.71,4485.66,4496.19,4496.19,3444700000
8/24/21,4484.40,4492.81,4482.28,4486.23,4486.23,3979220000
8/23/21,4450.29,4489.88,4450.29,4479.53,4479.53,3576530000
8/20/21,4410.56,4444.35,4406.80,4441.67,4441.67,3652610000
8/19/21,4382.44,4418.61,4367.73,4405.80,4405.80,4398410000
8/18/21,4440.94,4454.32,4397.59,4400.27,4400.27,3755590000
8/17/21,4462.12,4462.12,4417.83,4448.08,4448.08,3836960000
8/16/21,4461.65,4480.26,4437.66,4479.71,4479.71,3370640000
8/13/21,4464.84,4468.37,4460.82,4468.00,4468.00,3016470000
8/12/21,4446.08,4461.77,4435.96,4460.83,4460.83,3375310000
8/11/21,4442.18,4449.44,4436.42,4442.41,4442.41,3532560000
8/10/21,4435.79,4445.21,4430.03,4436.75,4436.75,3886610000
8/9/21,4437.77,4439.39,4424.74,4432.35,4432.35,3449280000
8/6/21,4429.07,4440.82,4429.07,4436.52,4436.52,3451870000
8/5/21,4408.86,4429.76,4408.86,4429.10,4429.10,3769410000
8/4/21,4415.95,4416.17,4400.23,4402.66,4402.66,4260760000
8/3/21,4392.74,4423.79,4373.00,4423.15,4423.15,3965190000
8/2/21,4406.86,4422.18,4384.81,4387.16,4387.16,3724090000
7/30/21,4395.12,4412.25,4389.65,4395.26,4395.26,3956740000
7/29/21,4403.59,4429.97,4403.59,4419.15,4419.15,4044600000
7/28/21,4402.95,4415.47,4387.01,4400.64,4400.64,4215290000
7/27/21,4416.38,4416.38,4372.51,4401.46,4401.46,4241950000
7/26/21,4409.58,4422.73,4405.45,4422.30,4422.30,4275630000
7/23/21,4381.20,4415.18,4381.20,4411.79,4411.79,4540070000
7/22/21,4361.27,4369.87,4350.06,4367.48,4367.48,3358300000
7/21/21,4331.13,4359.70,4331.13,4358.69,4358.69,3810280000
7/20/21,4265.11,4336.84,4262.05,4323.06,4323.06,4438270000
7/19/21,4296.40,4296.40,4233.13,4258.49,4258.49,5157660000
7/16/21,4367.43,4375.09,4322.53,4327.16,4327.16,3985700000
7/15/21,4369.02,4369.02,4340.70,4360.03,4360.03,3905230000
7/14/21,4380.11,4393.68,4362.36,4374.30,4374.30,4006370000
7/13/21,4381.07,4392.37,4366.92,4369.21,4369.21,3695430000
7/12/21,4372.41,4386.68,4364.03,4384.63,4384.63,3384460000
7/9/21,4329.38,4371.60,4329.38,4369.55,4369.55,3531120000
7/8/21,4321.07,4330.88,4289.37,4320.82,4320.82,4347500000
7/7/21,4351.01,4361.88,4329.79,4358.13,4358.13,4037380000
7/6/21,4356.46,4356.46,4314.37,4343.54,4343.54,4309570000
7/2/21,4326.60,4355.43,4326.60,4352.34,4352.34,3225840000
7/1/21,4300.73,4320.66,4300.73,4319.94,4319.94,3788230000
6/30/21,4290.65,4302.43,4287.96,4297.50,4297.50,4266040000
6/29/21,4293.21,4300.52,4287.04,4291.80,4291.80,3707150000
6/28/21,4284.90,4292.14,4274.67,4290.61,4290.61,4147890000
6/25/21,4274.45,4286.12,4271.16,4280.70,4280.70,7341450000
6/24/21,4256.97,4271.28,4256.97,4266.49,4266.49,3816660000
6/23/21,4249.27,4256.60,4241.43,4241.84,4241.84,3730350000
6/22/21,4224.61,4255.84,4217.27,4246.44,4246.44,3828390000
6/21/21,4173.40,4226.24,4173.40,4224.79,4224.79,4128950000
6/18/21,4204.78,4204.78,4164.40,4166.45,4166.45,6817010000
6/17/21,4220.37,4232.29,4196.05,4221.86,4221.86,5312680000
6/16/21,4248.87,4251.89,4202.45,4223.70,4223.70,4538350000
6/15/21,4255.28,4257.16,4238.35,4246.59,4246.59,4048940000
6/14/21,4248.31,4255.59,4234.07,4255.15,4255.15,4151200000
6/11/21,4242.90,4248.38,4232.25,4247.44,4247.44,3815010000
6/10/21,4228.56,4249.74,4220.34,4239.18,4239.18,4408210000
6/9/21,4232.99,4237.09,4218.74,4219.55,4219.55,4713260000
6/8/21,4233.81,4236.74,4208.41,4227.26,4227.26,4659620000
6/7/21,4229.34,4232.34,4215.66,4226.52,4226.52,4476920000
6/4/21,4206.05,4233.45,4206.05,4229.89,4229.89,4139790000
6/3/21,4191.43,4204.39,4167.93,4192.85,4192.85,5587970000
6/2/21,4206.82,4217.37,4198.27,4208.12,4208.12,5833670000
6/1/21,4216.52,4234.12,4197.59,4202.04,4202.04,5074670000
5/28/21,4210.77,4218.36,4203.57,4204.11,4204.11,4649250000
5/27/21,4201.94,4213.38,4197.78,4200.88,4200.88,6406310000
5/26/21,4191.59,4202.61,4184.11,4195.99,4195.99,4420890000
5/25/21,4205.94,4213.42,4182.52,4188.13,4188.13,4182250000
5/24/21,4170.16,4209.52,4170.16,4197.05,4197.05,3684800000
5/21/21,4168.61,4188.72,4151.72,4155.86,4155.86,3995250000
5/20/21,4121.97,4172.80,4121.97,4159.12,4159.12,3978880000
5/19/21,4098.45,4116.93,4061.41,4115.68,4115.68,4247450000
5/18/21,4165.94,4169.15,4125.99,4127.83,4127.83,4398150000
5/17/21,4169.92,4171.92,4142.69,4163.29,4163.29,4125050000
5/14/21,4129.58,4183.13,4129.58,4173.85,4173.85,4008880000
5/13/21,4074.99,4131.58,4074.99,4112.50,4112.50,4779540000
5/12/21,4130.55,4134.73,4056.88,4063.04,4063.04,4733070000
5/11/21,4150.34,4162.04,4111.53,4152.10,4152.10,4870710000
5/10/21,4228.29,4236.39,4188.13,4188.43,4188.43,4560700000
5/7/21,4210.34,4238.04,4201.64,4232.60,4232.60,4016080000
5/6/21,4169.14,4202.70,4147.33,4201.62,4201.62,4511000000
5/5/21,4177.06,4187.72,4160.94,4167.59,4167.59,4230920000
5/4/21,4179.04,4179.04,4128.59,4164.66,4164.66,4452460000
5/3/21,4191.98,4209.39,4188.03,4192.66,4192.66,4070220000
4/30/21,4198.10,4198.10,4174.85,4181.17,4181.17,4300880000
4/29/21,4206.14,4218.78,4176.81,4211.47,4211.47,4298680000
4/28/21,4185.14,4201.53,4181.78,4183.18,4183.18,3787360000
4/27/21,4188.25,4193.35,4176.22,4186.72,4186.72,3710700000
4/26/21,4185.03,4194.19,4182.36,4187.62,4187.62,3748320000
4/23/21,4138.78,4194.17,4138.78,4180.17,4180.17,3569880000
4/22/21,4170.46,4179.57,4123.69,4134.98,4134.98,4245140000
4/21/21,4128.42,4175.02,4126.35,4173.42,4173.42,3887250000
4/20/21,4159.18,4159.18,4118.38,4134.94,4134.94,4342650000
4/19/21,4179.80,4180.81,4150.47,4163.26,4163.26,3810290000
4/16/21,4174.14,4191.31,4170.75,4185.47,4185.47,4163820000
4/15/21,4139.76,4173.49,4139.76,4170.42,4170.42,4033420000
4/14/21,4141.58,4151.69,4120.87,4124.66,4124.66,3985350000
4/13/21,4130.10,4148.00,4124.43,4141.59,4141.59,3734720000
4/12/21,4124.71,4131.76,4114.82,4127.99,4127.99,3588900000
4/9/21,4096.11,4129.48,4095.51,4128.80,4128.80,3640390000
4/8/21,4089.95,4098.19,4082.54,4097.17,4097.17,3907100000
4/7/21,4074.29,4083.13,4068.31,4079.95,4079.95,4120810000
4/6/21,4075.57,4086.23,4068.14,4073.94,4073.94,4081270000
4/5/21,4034.44,4083.42,4034.44,4077.91,4077.91,4005030000
4/1/21,3992.78,4020.63,3992.78,4019.87,4019.87,4162130000
3/31/21,3967.25,3994.41,3966.98,3972.89,3972.89,4578050000
3/30/21,3963.34,3968.01,3944.35,3958.55,3958.55,4121510000
3/29/21,3969.31,3981.83,3943.25,3971.09,3971.09,4628180000
3/26/21,3917.12,3978.19,3917.12,3974.54,3974.54,5483160000
3/25/21,3879.34,3919.54,3853.50,3909.52,3909.52,4948340000
3/24/21,3919.93,3942.08,3889.07,3889.14,3889.14,4783020000
3/23/21,3937.60,3949.13,3901.57,3910.52,3910.52,4669010000
3/22/21,3916.48,3955.31,3914.16,3940.59,3940.59,4316260000
3/19/21,3913.14,3930.12,3886.75,3913.10,3913.10,7757420000
3/18/21,3953.50,3969.62,3910.86,3915.46,3915.46,5118590000
3/17/21,3949.57,3983.87,3935.74,3974.12,3974.12,4561660000
3/16/21,3973.59,3981.04,3953.44,3962.71,3962.71,4613080000
3/15/21,3942.96,3970.08,3923.54,3968.94,3968.94,4900100000
3/12/21,3924.52,3944.99,3915.21,3943.34,3943.34,4476280000
3/11/21,3915.54,3960.27,3915.54,3939.34,3939.34,5312880000
3/10/21,3891.99,3917.35,3885.73,3898.81,3898.81,5847380000
3/9/21,3851.93,3903.76,3851.93,3875.44,3875.44,5513560000
3/8/21,3844.39,3881.06,3819.25,3821.35,3821.35,5871710000
3/5/21,3793.58,3851.69,3730.19,3841.94,3841.94,6851070000
3/4/21,3818.53,3843.67,3723.34,3768.47,3768.47,7195400000
3/3/21,3863.99,3874.47,3818.86,3819.72,3819.72,6173660000
3/2/21,3903.64,3906.41,3868.57,3870.29,3870.29,5536010000
3/1/21,3842.51,3914.50,3842.51,3901.82,3901.82,5114820000
2/26/21,3839.66,3861.08,3789.54,3811.15,3811.15,6526070000
2/25/21,3915.80,3925.02,3814.04,3829.34,3829.34,6547470000
2/24/21,3873.71,3928.65,3859.60,3925.43,3925.43,6012790000
2/23/21,3857.07,3895.98,3805.59,3881.37,3881.37,6296610000
2/22/21,3885.55,3902.92,3874.71,3876.50,3876.50,5917100000
2/19/21,3921.16,3930.41,3903.07,3906.71,3906.71,4845320000
2/18/21,3915.86,3921.98,3885.03,3913.97,3913.97,4793650000
2/17/21,3918.50,3933.61,3900.43,3931.33,3931.33,4730650000
2/16/21,3939.61,3950.43,3923.85,3932.59,3932.59,5058990000
2/12/21,3911.65,3937.23,3905.78,3934.83,3934.83,4135060000
2/11/21,3916.40,3925.99,3890.39,3916.38,3916.38,4590960000
2/10/21,3920.78,3931.50,3884.94,3909.88,3909.88,4837070000
2/9/21,3910.49,3918.35,3902.64,3911.23,3911.23,4568320000
2/8/21,3892.59,3915.77,3892.59,3915.59,3915.59,4648360000
2/5/21,3878.30,3894.56,3874.93,3886.83,3886.83,4879470000
2/4/21,3836.66,3872.42,3836.66,3871.74,3871.74,4879240000
2/3/21,3840.27,3847.51,3816.68,3830.17,3830.17,4864870000
2/2/21,3791.84,3843.09,3791.84,3826.31,3826.31,5514090000
2/1/21,3731.17,3784.32,3725.62,3773.86,3773.86,5436230000
1/29/21,3778.05,3778.05,3694.12,3714.24,3714.24,6643370000
1/28/21,3755.75,3830.50,3755.75,3787.38,3787.38,6992770000
1/27/21,3836.83,3836.83,3732.48,3750.77,3750.77,9976520000
1/26/21,3862.96,3870.90,3847.78,3849.62,3849.62,6137500000
1/25/21,3851.68,3859.23,3797.16,3855.36,3855.36,7000840000
1/22/21,3844.24,3852.31,3830.41,3841.47,3841.47,5110890000
1/21/21,3857.46,3861.45,3845.05,3853.07,3853.07,4501760000
1/20/21,3816.22,3859.75,3816.22,3851.85,3851.85,4566190000
1/19/21,3781.88,3804.53,3780.37,3798.91,3798.91,5014440000
1/15/21,3788.73,3788.73,3749.62,3768.25,3768.25,5369820000
1/14/21,3814.98,3823.60,3792.86,3795.54,3795.54,5198480000
1/13/21,3802.23,3820.96,3791.50,3809.84,3809.84,4602510000
1/12/21,3801.62,3810.78,3776.51,3801.19,3801.19,4994950000
1/11/21,3803.14,3817.86,3789.02,3799.61,3799.61,4465430000
1/8/21,3815.05,3826.69,3783.60,3824.68,3824.68,4773040000
1/7/21,3764.71,3811.55,3764.71,3803.79,3803.79,5099160000
1/6/21,3712.20,3783.04,3705.34,3748.14,3748.14,6064110000
1/5/21,3698.02,3737.83,3695.07,3726.86,3726.86,4591020000
1/4/21,3764.61,3769.99,3662.71,3700.65,3700.65,5015000000
12/31/20,3733.27,3760.20,3726.88,3756.07,3756.07,3179040000
12/30/20,3736.19,3744.63,3730.21,3732.04,3732.04,3154850000
12/29/20,3750.01,3756.12,3723.31,3727.04,3727.04,3393290000
12/28/20,3723.03,3740.51,3723.03,3735.36,3735.36,3535460000
12/24/20,3694.03,3703.82,3689.32,3703.06,3703.06,1883780000
12/23/20,3693.42,3711.24,3689.28,3690.01,3690.01,3779160000
12/22/20,3698.08,3698.26,3676.16,3687.26,3687.26,4053310000
12/21/20,3684.28,3702.90,3636.48,3694.92,3694.92,4748580000
12/18/20,3722.39,3726.70,3685.84,3709.41,3709.41,7097100000
12/17/20,3713.65,3725.12,3710.87,3722.48,3722.48,4192810000
12/16/20,3696.25,3711.27,3688.57,3701.17,3701.17,4067040000
12/15/20,3666.41,3695.29,3659.62,3694.62,3694.62,4387080000
12/14/20,3675.27,3697.61,3645.84,3647.49,3647.49,4623850000
12/11/20,3656.08,3665.91,3633.40,3663.46,3663.46,4375470000
12/10/20,3659.13,3678.49,3645.18,3668.10,3668.10,4658480000
12/9/20,3705.98,3712.39,3660.54,3672.82,3672.82,5232800000
12/8/20,3683.05,3708.45,3678.83,3702.25,3702.25,4584390000
12/7/20,3694.73,3697.41,3678.88,3691.96,3691.96,4804500000
12/4/20,3670.94,3699.20,3670.94,3699.12,3699.12,5099620000
12/3/20,3668.28,3682.73,3657.17,3666.72,3666.72,5065340000
12/2/20,3653.78,3670.96,3644.84,3669.01,3669.01,5041250000
12/1/20,3645.87,3678.45,3645.87,3662.45,3662.45,5418480000
11/30/20,3634.18,3634.18,3594.39,3621.63,3621.63,6308410000
11/27/20,3638.55,3644.31,3629.33,3638.35,3638.35,2778390000
11/25/20,3635.50,3635.50,3617.76,3629.65,3629.65,4910440000
11/24/20,3594.52,3642.31,3594.52,3635.41,3635.41,6280290000
11/23/20,3566.82,3589.81,3552.77,3577.59,3577.59,5057550000
11/20/20,3579.31,3581.23,3556.85,3557.54,3557.54,4236370000
11/19/20,3559.41,3585.22,3543.84,3581.87,3581.87,4363370000
11/18/20,3612.09,3619.09,3567.33,3567.79,3567.79,5284810000
11/17/20,3610.31,3623.11,3588.68,3609.53,3609.53,4812180000
11/16/20,3600.16,3628.51,3600.16,3626.91,3626.91,5295510000
11/13/20,3552.57,3593.66,3552.57,3585.15,3585.15,4719580000
11/12/20,3562.67,3569.02,3518.58,3537.01,3537.01,4909660000
11/11/20,3563.22,3581.16,3557.00,3572.66,3572.66,4635560000
11/10/20,3543.26,3557.22,3511.91,3545.53,3545.53,6037470000
11/9/20,3583.04,3645.99,3547.48,3550.50,3550.50,8570510000
11/6/20,3508.34,3521.58,3484.34,3509.44,3509.44,4842460000
11/5/20,3485.74,3529.05,3485.74,3510.45,3510.45,4858150000
11/4/20,3406.46,3486.25,3405.17,3443.44,3443.44,4790400000
11/3/20,3336.25,3389.49,3336.25,3369.16,3369.16,4241380000
11/2/20,3296.20,3330.14,3279.74,3310.24,3310.24,4314690000
10/30/20,3293.59,3304.93,3233.94,3269.96,3269.96,4843930000
10/29/20,3277.17,3341.05,3259.82,3310.11,3310.11,4911860000
10/28/20,3342.48,3342.48,3268.89,3271.03,3271.03,5139970000
10/27/20,3403.15,3409.51,3388.71,3390.68,3390.68,3962400000
10/26/20,3441.42,3441.42,3364.86,3400.97,3400.97,4002210000
10/23/20,3464.90,3466.46,3440.45,3465.39,3465.39,3651600000
10/22/20,3438.50,3460.53,3415.34,3453.49,3453.49,4172060000
10/21/20,3439.91,3464.86,3433.06,3435.56,3435.56,4103960000
10/20/20,3439.38,3476.93,3435.65,3443.12,3443.12,3917850000
10/19/20,3493.66,3502.42,3419.93,3426.92,3426.92,4091080000
10/16/20,3493.50,3515.76,3480.45,3483.81,3483.81,4688030000
10/15/20,3453.72,3489.08,3440.89,3483.34,3483.34,3724550000
10/14/20,3515.47,3527.94,3480.55,3488.67,3488.67,3858510000
10/13/20,3534.01,3534.01,3500.86,3511.93,3511.93,3611100000
10/12/20,3500.02,3549.85,3499.61,3534.22,3534.22,3435760000
10/9/20,3459.67,3482.34,3458.07,3477.14,3477.14,3944090000
10/8/20,3434.28,3447.28,3428.15,3446.83,3446.83,3867640000
10/7/20,3384.56,3426.26,3384.56,3419.44,3419.44,3814750000
10/6/20,3408.74,3431.56,3354.54,3360.97,3360.97,4453390000
10/5/20,3367.27,3409.57,3367.27,3408.60,3408.60,3692720000
10/2/20,3338.94,3369.10,3323.69,3348.42,3348.42,3975180000
10/1/20,3385.87,3397.18,3361.39,3380.80,3380.80,4076340000
9/30/20,3341.21,3393.56,3340.47,3363.00,3363.00,4738640000
9/29/20,3350.92,3357.92,3327.54,3335.47,3335.47,3661590000
9/28/20,3333.90,3360.74,3332.91,3351.60,3351.60,3950910000
9/25/20,3236.66,3306.88,3228.44,3298.46,3298.46,3803330000
9/24/20,3226.14,3278.70,3209.45,3246.59,3246.59,4601920000
9/23/20,3320.11,3323.35,3232.57,3236.92,3236.92,4378650000
9/22/20,3295.75,3320.31,3270.95,3315.57,3315.57,3974510000
9/21/20,3285.57,3285.57,3229.10,3281.06,3281.06,4836070000
9/18/20,3357.38,3362.27,3292.40,3319.47,3319.47,7076400000
9/17/20,3346.86,3375.17,3328.82,3357.01,3357.01,4379840000
9/16/20,3411.23,3428.92,3384.45,3385.49,3385.49,4718900000
9/15/20,3407.73,3419.48,3389.25,3401.20,3401.20,4057190000
9/14/20,3363.56,3402.93,3363.56,3383.54,3383.54,3839580000
9/11/20,3352.70,3368.95,3310.47,3340.97,3340.97,3710090000
9/10/20,3412.56,3425.55,3329.25,3339.19,3339.19,4208630000
9/9/20,3369.82,3424.77,3366.84,3398.96,3398.96,3932520000
9/8/20,3371.88,3379.97,3329.27,3331.84,3331.84,4694330000
9/4/20,3453.60,3479.15,3349.63,3426.96,3426.96,4438720000
9/3/20,3564.74,3564.85,3427.41,3455.06,3455.06,4911830000
9/2/20,3543.76,3588.11,3535.23,3580.84,3580.84,4295640000
9/1/20,3507.44,3528.03,3494.60,3526.65,3526.65,4101490000
8/31/20,3509.73,3514.77,3493.25,3500.31,3500.31,4348280000
8/28/20,3494.69,3509.23,3484.32,3508.01,3508.01,3868510000
8/27/20,3485.14,3501.38,3468.35,3484.55,3484.55,3955890000
8/26/20,3449.97,3481.07,3444.15,3478.73,3478.73,3780530000
8/25/20,3435.95,3444.21,3425.84,3443.62,3443.62,3627650000
8/24/20,3418.09,3432.09,3413.13,3431.28,3431.28,3743410000
8/21/20,3386.01,3399.96,3379.31,3397.16,3397.16,3505010000
8/20/20,3360.48,3390.80,3354.69,3385.51,3385.51,3431040000
8/19/20,3392.51,3399.54,3369.66,3374.85,3374.85,3679480000
8/18/20,3387.04,3395.06,3370.15,3389.78,3389.78,3669550000
8/17/20,3380.86,3387.59,3379.22,3381.99,3381.99,3460330000
